Faculty,Currency,Part_Time,Availability,Prerequisite_2,Full_Time,Description,Website,Offline,Prerequisite_3_grade,Level_Code,Prerequisite_3,Course,Blended,Duration,Int_Fees,Prerequisite_1_grade,Online,Course_Lang,Country,Local_Fees,Face_to_Face,Career_Outcomes,Prerequisite_2_grade,University,Distance,Duration_Time,Prerequisite_1,Remarks,City,Currency_Time
Computer Science & Information Technology,AUD,no,A,,yes,"In an increasingly urbanised world there is a critical need to do more with less. Smart cities, big data, virtual reality (VR) and other technologies are important in planning more sustainable, productive and resilient cities.The Master of City Analytics is a unique degree, upskilling the next generation of city data, analytics and modelling professionals. You will be able to harness the power of data-driven approaches in understanding and influencing the inherent complexity of the city. You will also broaden and deepen your skill set in this area, enabling you to contribute to the development of data-driven, evidence-based policy and decision making across our cities. The core elements of this degree are courses relevant to Smart Cities   Scientific Programming, Digital Cities, GIS in Planning and Urban Data Visualisation. It culminates in a major project which is either a research thesis or a practice-oriented report. *This program is suspended and the final intake will be T3 2020. From 2021 you will be able to study City Analytics as a sequence of recommended electives in the UNSW Master of City Planning, as well as electives in other Built Environment programs.",https://degrees.unsw.edu.au/master-of-city-analytics/,yes,,PG,,Master of City Analytics,no,20,"38,880",6.5,no,English,Australia,"38,880",yes,"Spatial Analysis, Data Analysis, Future Transport Direction, Urban Data, Smart City Management",,University of New South Wales,no,Months,IELTS,,Kensington,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of City Analytics (Extension) is a unique offering, upskilling the next generation of city data, analytics and modelling professionals. You will be able to harness the power of data-driven approaches in understanding the inherent complexity of the city; you will broaden and deepen your skill set in this area, enabling you to contribute to the development of data-driven, evidence-based policy and decision making across our cities. The core elements of this degree are courses relevant to Smart Cities   Scientific Programming, Digital Cities, GIS in Planning and Urban Data Visualisation. The Extension element is our Integrated Design Studio where you will work with interdisciplinary teams on real-world, industry-linked projects that focus on the integrated design of sustainable, high-performance buildings. The degree culminates in a major project which is either a research thesis or a practice-oriented report. *This program is suspended and the final intake will be T3 2020. From 2021 you will be able to study City Analytics as a sequence of recommended electives in the UNSW Master of City Planning, as well as electives in other Built Environment programs.",https://degrees.unsw.edu.au/master-of-city-analytics-extension/,yes,,PG,,Master of City Analytics (Extension),no,2,"38,880",6.5,no,English,Australia,"38,880",yes,"Spatial Analyst, Data Analyst, Future Transport Director, Urban Data Specialist, Smart City Manager",,University of New South Wales,no,Years,IELTS,,Kensington,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of City Planning is a two-year, professionally accredited degree consisting of one research project or urban design studio and 14 courses. It allows you to choose one of four specialisations on the way to planning accreditation: City Development and Renewal, City Design, History and Theory, and Healthy Sustainable Communities. In the second year you devise and undertake an independent major research project, which allows you to deepen your engagement with your area of specialisation   or, under the City Design pathway, you may be able to undertake the Urban Design Studio (which is undertaken together with students from the Master of Urban Development and Design). The Master of City Planning provides you with an excellent platform to take up planning and urban policy-related opportunities across all tiers of government, as well as private consultancy, property development and anywhere that planning skills are required.",https://degrees.unsw.edu.au/master-of-city-planning/,yes,,PG,,Master of City Planning,no,2,"38,880",6.5,no,English,Australia,"38,880",yes,"City Planner or Urban Designer, Urban Renewal Consultant, Environmental Manager, Heritage Policy Officer, Housing Consultant",,University of New South Wales,no,Years,IELTS,,Kensington,year
Medical and Nursing,AUD,no,A,,yes,"The Master of Clinical Optometry is a two-year degree that serves as a pathway to registered practice as an optometrist in Australia, New Zealand and parts of Asia. It combines the theoretical discipline of vision science   the optics of lenses and instruments, the physiology of the eye, the psychophysics of vision and neuroscience   with the clinical art of primary eye care, which covers the diagnosis and management of ocular disease, the dispensing of spectacles and contact lenses, the management of people with special needs (children, low vision), sports vision and vision in the workplace.Â",https://degrees.unsw.edu.au/master-of-clinical-optometry/,yes,,PG,,Master of Clinical Optometry,no,2,"40,800",6.5,no,English,Australia,"40,800",yes,Clinical optometrist,,University of New South Wales,no,Years,IELTS,,Kensington,year
Creative Arts & Design & Music,AUD,no,A,,yes,"Would you like to earn two Master degrees at the same time? By undertaking this double degree in the complementary disciplines of Arts and Social Sciences, you will broaden your knowledge over two years of study. You will substantially extend and deepen your existing skills, knowledge and understanding in professionally relevant areas of study and learn advanced skills in analytical thinking and research. 
When you study a Master of Arts and Social Sciences (Combined), you will graduate with two degrees under their specialist names, for example: Master of Journalism and Communication plus a Master of International Relations.",https://degrees.unsw.edu.au/master-of-combined-arts-social-sciences/,yes,,PG,,Master of Arts,no,2,"36,480",6.5,no,English,Australia,"36,480",yes,Clinical optometrist,,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Commerce degree provides a high-quality, relevant business education and allows you to specialise by choosing from 18 specialisations   such as Business Analytics, Innovation and Entrepreneurship, Marketing and FinTech   to suit your interests and career aspirations.Youll gain a solid grounding in business knowledge and be taught by experts in their specialist fields, helping you apply concepts to contemporary business issues and develop your knowledge in a specific business area. The Master of Commerce is innovative, industry-relevant and incorporates the latest thinking in business.",https://degrees.unsw.edu.au/master-of-commerce/,yes,,PG,,Master of Commerce,no,20,"48,240",6.5,no,English,Australia,"48,240",yes,"Business Analyst, Human Resource Consultant, Investment Banker, Management Accountant, Brand Manager, Logistics Manager, Start-up Entrepreneur, Analytics Manager, Compliance Officer",,University of New South Wales,no,Months,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Commerce (Extension) allows you to specialise in two business fields. You can grow your knowledge of key emerging areas such as Marketing Analytics, Supply Chain Management, Innovation and Entrepreneurship or FinTech. Youll gain a solid grounding in business knowledge and be taught by experts in their specialist fields, helping you apply concepts to contemporary business issues and develop your knowledge in new and exciting ways. The Master of Commerce (Extension) is innovative, industry-relevant and incorporates all the latest thinking in business, with over 18 specialisations to choose from.",https://degrees.unsw.edu.au/master-of-commerce-extension/,yes,,PG,,Master of Commerce (Extension),no,2,"48,240",6.5,no,English,Australia,"48,240",yes,"Business Analyst, Human Resource Consultant, Investment Banker, Management Accountant, Marketing or Brand Manager, Risk or Systems Analyst, Logistics or Analytics Manager, Start-up Entrepreneur",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The Master of Construction Project Management will teach you modern management methodologies and how to apply them across the different phases of the construction life cycle. It will give you an advanced understanding of the body of knowledge in construction project management, including established theories and recent developments, and you will learn to apply these principles to new and complex buildings and infrastructure. During your study you will execute a research-based or professional project, undertake a capstone experience or complete a piece of work involving substantial scholarship. You will emerge with improved proficiency to meet construction management challenges both now and into the future. This is offered as a 1.5-year or a one-year degree, depending on previous studies and experience.",https://degrees.unsw.edu.au/master-of-construction-project-management/,yes,,PG,,Master of Construction Project Management,no,20,"38,880",6.5,no,English,Australia,"38,880",yes,"Construction Management, Project Management, Property Development, Value Management, International Project Management",,University of New South Wales,no,Months,IELTS,,Kensington,year
Humanities and Social Science,AUD,no,A,,yes,"The Master of Construction Project Management and Master of Property and Development double degree combines the principles of these two practice to equip you with the advanced, interdisciplinary skills required to manage the property development and construction processes. With ever-increasing employment opportunities locally and globally for those who have advanced skills and knowledge in both construction management and property development, you will be develop a deep understanding of how the two areas are interrelated and what is required to manage complex projects in these fields. Gain a dual qualification and professional accreditation in both construction management and property development in 2.5 years or just two years with accelerated study.",https://degrees.unsw.edu.au/master-of-construction-project-management-master-of-property-and-development/,yes,,PG,,"Master of Construction Project Management, Master of Property and Development",no,30,"38,880",6.5,no,English,Australia,"38,880",yes,"Manage large commercial property portfolios, Work in corporate real estate, Develop careers in financial institutions (banking and investment), Manage the process for large and international construction projects, Work in property finance",,University of New South Wales,no,Months,IELTS,,Kensington,year
Humanities and Social Science,AUD,no,D,,yes,"The Master of Counselling Social Work is a two-year part-time degree designed for those already employed in the social work field. You will undertake in-depth analysis of your own social work practice and be encouraged to participate in interactive theory seminars. 
Adopting a contextual and relational approach to counselling, you will study systemic family therapy and narrative therapy. The degree also explores key aspects of other approaches such as psychodynamic and interpersonal psychotherapies, cognitive/behavioural therapies, and trauma-based and mindfulness-based avenues.",https://degrees.unsw.edu.au/master-of-counselling-social-work/,yes,,PG,,Master of Counselling Social Work,no,1,,6.5,no,English,Australia,"26,880^",yes,"Specialist counselling positions in health, mental health and community services, Clinical supervision, Private counselling practice, Training and management roles",,University of New South Wales,no,Year,IELTS,,Kensington,year
Humanities and Social Science,AUD,no,A,,yes,"Contemporary curating is a dynamic profession, playing a key role in setting cultural agendas and generating new ideas. In the Master of Curating and Cultural Leadership we foster a vision of leadership that is deeply diverse and non-hierarchical, forging connections between curating, audience engagement, policy, management, critical writing, promotion, production and other emerging roles. You will benefit from partnerships with a broad range of Australian and international creative organisations as well as regular connection with arts leaders and industry professionals. The degree is flexible and customisable. In the final year you will undertake an industry-based capstone project tailored to develop your skills, build your professional networks, and open further career opportunities. You may also complete a supervised research paper, allowing you to engage deeply with a topic of your interest.",https://degrees.unsw.edu.au/master-of-curating-and-cultural-leadership/,yes,,PG,,Master of Curating and Cultural Leadership,no,2,"30,960",6.5,no,English,Australia,"30,960^",yes,"Arts and cultural leadership, management, policy making and administration, Curatorship, festival, program, event and museum management, Direction of cultural organisations and institutions, Entrepreneurship, strategy, creative social enterprise and startups, Creative direction, planning and production, Art education and training",,University of New South Wales,no,Years,IELTS,,Paddington,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Cyber Security is a coursework degree designed for students who want a more detailed understanding of the technical skills and expertise needed for the technical implementation and leadership of the cyber security function. The degree provides principles gathered from information systems, systems engineering, computer science, network security and defence to enhance a career as a cyber security specialist. Most of the core courses are offered via incentive delivery mode, where students have access to the specially equipped Cyber Range laboratory, which is unique and the largest in Australia in terms of the number of students who can simultaneously participate in lab pracs. Students can choose to complete the generalist Master of Cyber Security program or one of the following specialisations: Advanced Tradecraft or Digital Forensics.",https://degrees.unsw.edu.au/adfa-master-of-cyber-security/,no,,PG,,Master of Cyber Security,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Cyber security specialist, analyst or architect, Network security specialist, Digital Forensic investigator (Forensics stream only), Intrusion detection specialist (Advance tradecraft only), Cyber security incident responder (Advance tradecraft only), Penetration Tester (Advance tradecraft only)",,University of New South Wales,yes,Year,IELTS,,Online,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Cyber Security is a coursework degree designed for students who want a more detailed understanding of the technical skills and expertise needed for the technical implementation and leadership of the cyber security function. The degree provides principles gathered from information systems, systems engineering, computer science, network security and defence to enhance a career as a cyber security specialist. Most of the core courses are offered via incentive delivery mode, where students have access to the specially equipped Cyber Range laboratory, which is unique and the largest in Australia in terms of the number of students who can simultaneously participate in lab pracs. Students can choose to complete the generalist Master of Cyber Security program or one of the following specialisations: Advanced Tradecraft or Digital Forensics.",https://degrees.unsw.edu.au/adfa-master-of-cyber-security/,no,,PG,,Master of Cyber Security,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Cyber security specialist, analyst or architect, Network security specialist, Digital Forensic investigator (Forensics stream only), Intrusion detection specialist (Advance tradecraft only), Cyber security incident responder (Advance tradecraft only), Penetration Tester (Advance tradecraft only)",,University of New South Wales,yes,Year,IELTS,,Canberra,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Cyber Security program is designed for ambitious professionals who want to become technical experts or leaders and leverage lucrative career opportunities within the field of cyber. The skills you develop in this program will help you provide safe and secure online experiences, often to some of the most vulnerable online users. Select from either the Management and Leadership specialisation or Security Engineering specialisation within this program to further develop your expertise and diversify your career options.",https://degrees.unsw.edu.au/master-of-cyber-security/,no,,PG,,Master of Cyber Security,no,2,"35,460",6.5,yes,English,Australia,"35,460",no,"Cyber security specialist, analyst or architect, Network security specialist, Digital Forensic investigator (Forensics stream only), Intrusion detection specialist (Advance tradecraft only), Cyber security incident responder (Advance tradecraft only), Penetration Tester (Advance tradecraft only)",,University of New South Wales,yes,Years,IELTS,,Online,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Cyber Security Operations is designed to meet the demand for executives and managers who oversee the cyber security function in government, industry, law enforcement and defence. It gives students a detailed understanding of the managerial and technical skills and expertise relevant to planning, operation and acquisition of the cyber security function. This coursework degree provides principles gathered from information systems, cyber security, risk, management and governance and is for managers wanting to enhance their career in cyber security operations. Cyber Security Operations offers opportunities for international education. Through UNSW's PLuS Alliance partnership, our students have access to courses at Arizona State university (ASU) in the US and King's College in the UK.",https://degrees.unsw.edu.au/adfa-master-of-cyber-security-operations/,no,,PG,,Master of Cyber Security Operations,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Cyber security specialist, analyst or architect, Network security specialist, Digital Forensic investigator (Forensics stream only), Intrusion detection specialist (Advance tradecraft only), Cyber security incident responder (Advance tradecraft only), Penetration Tester (Advance tradecraft only)",,University of New South Wales,yes,Year,IELTS,,Online,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Cyber Security Operations is designed to meet the demand for executives and managers who oversee the cyber security function in government, industry, law enforcement and defence. It gives students a detailed understanding of the managerial and technical skills and expertise relevant to planning, operation and acquisition of the cyber security function. This coursework degree provides principles gathered from information systems, cyber security, risk, management and governance and is for managers wanting to enhance their career in cyber security operations. Cyber Security Operations offers opportunities for international education. Through UNSW's PLuS Alliance partnership, our students have access to courses at Arizona State university (ASU) in the US and King's College in the UK.",https://degrees.unsw.edu.au/adfa-master-of-cyber-security-operations/,no,,PG,,Master of Cyber Security Operations,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Cyber security specialist, analyst or architect, Network security specialist, Digital Forensic investigator (Forensics stream only), Intrusion detection specialist (Advance tradecraft only), Cyber security incident responder (Advance tradecraft only), Penetration Tester (Advance tradecraft only)",,University of New South Wales,yes,Year,IELTS,,Canberra,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Cyber Security, Strategy and Diplomacy provides advanced interdisciplinary study into the political, military, diplomatic and higher level management aspects of issues where cyber security, strategy and diplomacy interact. This degree provides students with the ability to understand the main policy, operational, ethical and informational challenges for security resulting from the integration or penetration of advanced information technologies into all spheres of human activity. 
This degree offers opportunities for international education. Through UNSW's PLuS Alliance partnership, our students have access to courses at Arizona State university (ASU) in the US and King's College in the UK.",https://degrees.unsw.edu.au/adfa-master-of-cyber-security-strategy-and-diplomacy/,no,,PG,,"Master of Cyber Security, Strategy and Diplomacy",no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"International affairs, Security and defence professionals in the public, private and not-for-profit sectors",,University of New South Wales,yes,Year,IELTS,,Online,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Cyber Security, Strategy and Diplomacy provides advanced interdisciplinary study into the political, military, diplomatic and higher level management aspects of issues where cyber security, strategy and diplomacy interact. This degree provides students with the ability to understand the main policy, operational, ethical and informational challenges for security resulting from the integration or penetration of advanced information technologies into all spheres of human activity. 
This degree offers opportunities for international education. Through UNSW's PLuS Alliance partnership, our students have access to courses at Arizona State university (ASU) in the US and King's College in the UK.",https://degrees.unsw.edu.au/adfa-master-of-cyber-security-strategy-and-diplomacy/,no,,PG,,"Master of Cyber Security, Strategy and Diplomacy",no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"International affairs, Security and defence professionals in the public, private and not-for-profit sectors",,University of New South Wales,yes,Year,IELTS,,Canberra,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Data Science degree explores more ways to organise, identify, analyse and ultimately use data to inform strategies, redefine ambiguous questions and find answers that make a genuine impact.
 Students will develop advanced technical and mathematical skills to unpick complexities and make sense of the numbers. Depending on where you wish to direct your Data Scientist career, you can specialise in areas such as machine learning, database systems or statistics. 
Study for this degree is fully online and features nine core courses and three elective courses which can be completed in two years. UNSWs online learning environment has been designed to seamlessly fit into your busy schedule and youll be able to access course resources on any device, at any time.",https://degrees.unsw.edu.au/master-data-science/,no,,PG,,Master of Data Science,no,2,"34,260",6.5,yes,English,Australia,"34,260",no,"Data scientist, Data analyst, Data engineer, Business intelligence developer, Applications architect",,University of New South Wales,yes,Years,IELTS,,Online,year
Computer Science & Information Technology,AUD,no,A,,yes,"The Master of Data Science degree explores more ways to organise, identify, analyse and ultimately use data to inform strategies, redefine ambiguous questions and find answers that make a genuine impact.
 Students will develop advanced technical and mathematical skills to unpick complexities and make sense of the numbers. Depending on where you wish to direct your Data Scientist career, you can specialise in areas such as machine learning, database systems or statistics. 
Study for this degree is fully online and features nine core courses and three elective courses which can be completed in two years. UNSWs online learning environment has been designed to seamlessly fit into your busy schedule and youll be able to access course resources on any device, at any time.",https://degrees.unsw.edu.au/master-data-science/,no,,PG,,Master of Data Science,no,2,"34,260",6.5,yes,English,Australia,"34,260",no,"Data scientist, Data analyst, Data engineer, Business intelligence developer, Applications architect",,University of New South Wales,yes,Years,IELTS,,Kensington,year
Computer Science & Information Technology,AUD,no,A,,yes,"The two-year Master of Data Science and Decisions has been developed to train scientists to meet the current and future strong demand for Data Scientists and Data Analysts. Graduates will have broad and advanced knowledge and skills in Data Science across the three areas of mathematics and statistics, computer science, and economics, and they will gain deeper knowledge of Data Science in one of these three areas by pursuing studies in one of four specialisations. Students will develop research and communication skills in Data Science through project work. Download the Master of Data Science and Decisions Brochure",https://degrees.unsw.edu.au/master-of-data-science-decisions/,yes,,PG,,Master of Data Science & Decisions,no,2,"44,640",6.5,no,English,Australia,"44,640",yes,"Data scientist, Data analyst, Data engineer, Business intelligence developer, Applications architect",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,The Master of Decision Analytics is designed for students who want to develop a high-level understanding of the principles and practices of decision analytics and to strengthen their skills in this area. The degree allows students to acquire qualitative and quantitative decision-making tools for analysing complex operations environments and making appropriate decisions within those environments.,https://degrees.unsw.edu.au/adfa-master-of-decision-analytics/,no,,PG,,Master of Decision Analytics,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Operations Analysts, Organisational Strategy and Decision Analysts, Defence Strategy Analysts, Operations Manager, Project Manager, Analytical Researcher, Computational Problem solving Analysts",,University of New South Wales,yes,Year,IELTS,,Online,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,The Master of Decision Analytics is designed for students who want to develop a high-level understanding of the principles and practices of decision analytics and to strengthen their skills in this area. The degree allows students to acquire qualitative and quantitative decision-making tools for analysing complex operations environments and making appropriate decisions within those environments.,https://degrees.unsw.edu.au/adfa-master-of-decision-analytics/,no,,PG,,Master of Decision Analytics,no,1,"39,120",6.5,yes,English,Australia,"39,120",no,"Operations Analysts, Organisational Strategy and Decision Analysts, Defence Strategy Analysts, Operations Manager, Project Manager, Analytical Researcher, Computational Problem solving Analysts",,University of New South Wales,yes,Year,IELTS,,Canberra,year
Creative Arts & Design & Music,AUD,no,A,,yes,"The Master of Design is an interdisciplinary, industry-engaged degree that integrates technology, design thinking, conceptual exploration, strategy and communication with practical skills. It focuses on the role of design in innovation and the global economy. You will extend and develop your theoretical, research, professional and practical design knowledge to an advanced level. This degree is anchored by our multidisciplinary studios, which underpin the development of your professional skills and confidence needed for creative leadership in design. The studios will enable you to either focus on a specific area of design and digital media practice or to put together your own suite of courses. Studio specialisations include Experience Design, Interaction Design, Visualisation and Visual Effects, Future Making and Graphic Communication.",https://degrees.unsw.edu.au/master-of-design/,yes,,PG,,Master of Design,no,2,"37,200",6.5,no,English,Australia,"37,200",yes,"UX and experiential design, Graphics, media and digital design, Events, theatre and production design, Creative consultancies, social innovation and entrepreneurship, Design management and strategy, Design for products, jewellery, furniture, wearables, textile, fabric and fashion",,University of New South Wales,no,Years,IELTS,,Paddington,year
Humanities and Social Science,AUD,no,A,,yes,"With the eruption of digital and social media, theres never been a more exciting time to work in the rapidly growing field of strategic communication. The Master of Public Relations & Advertising (MPRA) and Master of Design (MDes) double degree will equip you to think critically and innovatively in developing PR and advertising strategies as well as design and digital media practice. Both degrees merge contemporary theory and academic rigour with creativity, research and practical industry skills, combining design creativity and rigorous research strategies.",https://degrees.unsw.edu.au/master-of-design-master-of-public-relations-and-advertising/,yes,,PG,,"Master of Design, Master of Public Relations and Advertising",no,3,"37,050",6.5,no,English,Australia,"37,050",yes,"Graphics, Media and Digital Design, UX and Responsive Design, Communications, Branding and Advertising, Design Management and Strategy, Social Innovation and Entrepreneurship, Art Director, App Development, Creative Consultancies, Design and Media Studios, Design-led Businesses",,University of New South Wales,no,Years,IELTS,,Kensington,year
Humanities and Social Science,AUD,no,A,,yes,"The Master of Development Studies is a flexible and interactive degree that provides specialist studies in international development at local, national and international levels. Our courses are based on a philosophy of human rights, social justice, community development and participatory approaches.
You will learn the framework to understand and negotiate the complexities of the geopolitical, economic, social, ethical, and cultural contexts in which development takes place. You will study alongside a team of academics at the front line of national and international development practice.",https://degrees.unsw.edu.au/master-of-development-studies/,yes,,PG,,Master of Development Studies,no,2,"36,480",6.5,no,English,Australia,"36,480",yes,"Practice-based roles to Research and Policy within academia, government and civil society, Local and International Development Agencies, The United Nations, Policy and Advocacy think tanks, Community-based organisations and government bodies locally and internationally",,University of New South Wales,no,Years,IELTS,,Kensington,year
Education,AUD,no,A,,yes,"Our Master of Education programs are designed to enhance your career options and professional advancement opportunities. Graduates are equipped to progress into specialist fields of education or leadership roles within their existing fields, or into higher degree research. This program is suitable for teachers, trainers in industry and commerce, adult educators and other professionals, but does not provide a qualification in pre-service education. The degree offers seven areas of specialisation: Educational Studies, Curriculum and Assessment, Educational Psychology, Gifted Education, Higher Education, Special Education and Teaching English to Speakers of Other Languages (TESOL). Please note not all specialisations available to be undertaken in one year full time. This program is endorsed by NSW Education Standards Authority (NESA).",https://degrees.unsw.edu.au/master-of-education/,no,,PG,,Master of Education,no,1,"36,480",6.5,yes,English,Australia,"36,480",no,"Early Childhood Teaching, Primary and Secondary Teaching, Vocational and Workplace Teaching, Tertiary Teaching",,University of New South Wales,yes,Year,IELTS,,Online,year
Education,AUD,no,A,,yes,"Our Master of Education programs are designed to enhance your career options and professional advancement opportunities. Graduates are equipped to progress into specialist fields of education or leadership roles within their existing fields, or into higher degree research. This program is suitable for teachers, trainers in industry and commerce, adult educators and other professionals, but does not provide a qualification in pre-service education. The degree offers seven areas of specialisation: Educational Studies, Curriculum and Assessment, Educational Psychology, Gifted Education, Higher Education, Special Education and Teaching English to Speakers of Other Languages (TESOL). Please note not all specialisations available to be undertaken in one year full time. This program is endorsed by NSW Education Standards Authority (NESA).",https://degrees.unsw.edu.au/master-of-education/,no,,PG,,Master of Education,no,1,"36,480",6.5,yes,English,Australia,"36,480",no,"Early Childhood Teaching, Primary and Secondary Teaching, Vocational and Workplace Teaching, Tertiary Teaching",,University of New South Wales,yes,Year,IELTS,,Kensington,year
Humanities and Social Science,AUD,no,A,,yes,"Are you wanting to advance your knowledge of the latest theory and research that informs educational leadership practice? The Master of Educational Leadership provides an advanced understanding of the field of educational leadership, and the ability to apply disciplinary principles and practices to new or complex educational environments.
You will be encouraged to share your own research and experience with other students to better understand and develop leadership roles. The degree includes a wide range of electives, allowing you to tailor your course to suit your individual educational leadership interests and aspirations.",https://degrees.unsw.edu.au/master-of-educational-leadership/,yes,,PG,,Master of Educational Leadership,no,1,"36,480",6.5,no,English,Australia,"36,480",yes,Lead education in schools from all sectors,,University of New South Wales,no,Year,IELTS,,Kensington,year
Engineering,AUD,no,A,,yes,"The Master of Engineering is a flexible postgraduate degree designed for students who dont have an accredited engineering qualification but who have either completed a non-accredited engineering degree or the equivalent of the first three years of an accredited engineering degree. You can choose from one of eight specialisations: Civil Engineering, Electrical Engineering, Environmental Engineering, Mechanical Engineering, Mining Engineering, Petroleum Engineering, Renewable Energy and Telecommunications. This Master is designed to provide in-depth knowledge as well as deeper project experience and increased technical confidence across selected research disciplines. You will have the opportunity for continued professional development and be able to update qualifications and knowledge to meet or maintain professional accreditation standards.",https://degrees.unsw.edu.au/master-of-engineering/,yes,,PG,,Master of Engineering,no,2,"47,280",6.5,no,English,Australia,"47,280",yes,"Civil Engineer, Electrical Engineer, Environmental Engineer, Mechanical Engineer, Mining Engineer, Petroleum Engineer, Renewable Energy Engineer, Telecommunications",,University of New South Wales,no,Years,IELTS,,Kensington,year
Engineering,AUD,no,A,,yes,The Master of Engineering Science provides the opportunity to acquire high-level understanding and advanced analytical skills in areas that span the engineering disciplines as well as project management incorporating those disciplines. There is strong emphasis on extending undergraduate skills and vocational experiences to enable graduates to apply high-level understanding to real-world complex engineering problems. It is a very flexible degree where students can acquire knowledge in different areas in engineering.,https://degrees.unsw.edu.au/adfa-master-of-engineering-science/,yes,,PG,,Master of Engineering Science,no,1,"39,120",6.5,no,English,Australia,"39,120",yes,"Data Analyst, Engineering project manager, Engineer consultant, Defence contractor, Engineering systems analyst",,University of New South Wales,no,Year,IELTS,,Canberra,year
Engineering,AUD,no,A,,yes,"The Master of Engineering Science is for students with a recognised four year Engineering degree. Its designed for students interested in developing job prospects through specialisation, retraining or cross-training. You will have the flexibility to specialise in one area or broaden your knowledge in other areas of Engineering. Exciting and practical, this degree features complex, open-ended enquiry-based projects as well as many other opportunities to help you become a leader in your field. The specialisations available include: Biomedical Engineering; Chemical Process Engineering; Civil Engineering; Electrical Engineering; Energy Systems; Environmental Engineering; Food Process Engineering; Geotechnical Engineering and Engineering Geology; Geothermal Engineering; Manufacturing Engineering and Management; Mechanical Engineering; Nuclear Engineering; Petroleum Engineering; Petroleum Engineering Open Learn; Photovoltaics and Solar Energy;  Project Management; Renewable Energy; Robotics; Space Systems Engineering; Structural Engineering; Sustainable Systems; Systems and Control; Telecommunications; Transport Engineering; Water Engineering: catchments to coast, and Water, Wastewater and Waste Engineering.",https://degrees.unsw.edu.au/master-of-engineering-science/,yes,,PG,,Master of Engineering Science,no,2,"47,280",6.5,no,English,Australia,"47,280",yes,"Civil/Environmental engineer, Electrical engineer, Project manager, Mechanical engineer, Information Technologist, Petroleum engineer, Biomedical engineer, Chemical/Food Process engineer",,University of New South Wales,no,Years,IELTS,,Kensington,year
Business & Commerce & Finance & Accounting,AUD,no,A,,yes,"The world is changing; sustainability and environmental management have become crucial issues, presenting significant opportunities and challenges for business, government and civil society. 
The Master of Environmental Management is an interdisciplinary and applied set of courses which outline some of the main decision-making frameworks and tools for environmental management. It also provides discipline-specific knowledge related to work in environmental professions. It can be taken by environmental specialists and non-specialists from a wide range of disciplines and interests. You will learn to plan and execute an enquiry-based or professional project; undertake a capstone course experience that involves substantial scholarship; and apply enquiry-based learning and ways of thinking to new disciplinary and/or professional contexts. *Term 2 intake available for the 2 year (96 UOC)  and 1.5 year (72 UOC) streams only.",https://degrees.unsw.edu.au/master-of-environmental-management/,yes,,PG,,Master of Environmental Management,yes,2,"38,160",6.5,yes,English,Australia,"38,160",yes,"Environmental Managers, Environmental Scientists, Environmental Consultants, Field Officers, Ecologists, Parks and Land Managers, Policy Specialists, Renewable Energy Specialists, Environmental Planners",,University of New South Wales,yes,Years,IELTS,,Online,year
